class,ag_004,ah_000,av_000,ay_008,az_001,ba_008,bk_000,bs_000,ca_000,cg_000,cm_000,cs_004,cv_000,de_000,do_000
13417,neg,272.0,1151812.0,410.0,493742.0,4544.0,4.0,211280.0,86320.0,49918.0,154.0,0.0,116346.0,2136912.0,160.0,31620.0
13422,neg,1976.0,1695356.0,280.0,1125060.0,2468.0,14.0,167980.0,360.0,118438.0,160.0,0.0,231688.0,1818668.0,304.0,45574.0
13424,neg,168132.0,1062454.0,214.0,1069244.0,306.0,0.0,128460.0,32580.0,26052.0,74.0,0.0,65702.0,1918132.0,140.0,47618.0
13427,neg,8434.0,1428674.0,1522.0,789562.0,868.0,0.0,98440.0,67420.0,81048.0,52.0,0.0,144804.0,2811888.0,438.0,45214.0
13431,neg,570.0,1088142.0,134.0,2616.0,2634.0,0.0,233740.0,67380.0,26196.0,24.0,642.0,92916.0,1937514.0,58.0,48398.0
13433,neg,219684.0,2320132.0,4216.0,1720126.0,3782.0,3936.0,295760.0,137760.0,59126.0,302.0,0.0,328068.0,1255182.0,314.0,118038.0
13436,neg,2738.0,1163854.0,1142.0,167276.0,956.0,3872.0,241620.0,103260.0,31650.0,62.0,0.0,168168.0,2045124.0,458.0,50364.0
13438,neg,1170.0,986728.0,696.0,371710.0,2786.0,0.0,222800.0,40020.0,22448.0,64.0,0.0,230166.0,1825124.0,312.0,33700.0
13443,neg,33344.0,1105672.0,304.0,154204.0,246.0,57688.0,181280.0,30820.0,16932.0,102.0,0.0,125760.0,1789760.0,332.0,42972.0
13446,neg,3584.0,2128648.0,12180.0,0.0,2144.0,0.0,126300.0,18880.0,14982.0,0.0,0.0,117244.0,0.0,490.0,48.0
13447,neg,43184.0,1023986.0,830.0,224032.0,7214.0,652.0,201060.0,26720.0,10434.0,88.0,0.0,98942.0,2008328.0,208.0,40526.0
13449,neg,5156.0,1245584.0,3212.0,203616.0,3558.0,8610.0,287300.0,135880.0,64224.0,206.0,0.0,132418.0,1194640.0,302.0,50778.0
13453,neg,5802.0,1202064.0,230.0,1304650.0,1760.0,0.0,126820.0,41040.0,33188.0,72.0,0.0,79926.0,2248452.0,180.0,19900.0
13454,neg,6232.0,1843038.0,8858.0,717592.0,3496.0,644.0,362380.0,170900.0,51382.0,292.0,0.0,307310.0,1972046.0,172.0,41908.0
13457,neg,2918.0,2911006.0,2666.0,178036.0,1242.0,0.0,189800.0,239180.0,113044.0,206.0,0.0,672906.0,4476836.0,854.0,58934.0
13461,neg,360.0,985772.0,834.0,0.0,842.0,1472.0,180320.0,1500.0,118758.0,60.0,0.0,155902.0,1867662.0,266.0,9114.0
13462,neg,4894.0,1662564.0,796.0,75114.0,5616.0,46788.0,128720.0,18800.0,18700.0,188.0,0.0,128986.0,3027840.0,192.0,46762.0
13465,neg,11630.0,1450894.0,486.0,96912.0,1480.0,8710.0,175640.0,115500.0,79940.0,48.0,0.0,134476.0,2893996.0,308.0,64226.0
13467,neg,80.0,1318958.0,1472.0,290364.0,306.0,372.0,193680.0,161540.0,80058.0,108.0,0.0,151774.0,2442490.0,144.0,10152.0
13468,neg,1514.0,1215262.0,536.0,721816.0,1160.0,42.0,221420.0,155620.0,88050.0,166.0,0.0,156160.0,2398018.0,300.0,39380.0
13470,neg,99360.0,2354474.0,236.0,15138.0,644.0,150.0,140940.0,126820.0,103472.0,68.0,1096.0,173810.0,4922652.0,240.0,148996.0
13471,neg,4437938.0,4766572.0,4362.0,6.0,2938.0,22860.0,319840.0,169420.0,50448.0,0.0,1342.0,1036368.0,0.0,10182.0,19182.0
13472,neg,1744.0,1490022.0,480.0,1072.0,1650.0,0.0,185000.0,193140.0,113034.0,168.0,0.0,193522.0,2688872.0,164.0,22382.0
13474,neg,219228.0,901294.0,300.0,1004106.0,306.0,138254.0,312420.0,242040.0,90946.0,126.0,0.0,90990.0,1364626.0,196.0,22748.0
13476,neg,468.0,773410.0,1008.0,0.0,370.0,0.0,163040.0,133060.0,76682.0,68.0,0.0,72404.0,872218.0,136.0,17230.0
13477,neg,25712.0,1156538.0,182.0,1739170.0,1154.0,44.0,155540.0,89320.0,64652.0,86.0,0.0,109188.0,166660.0,184.0,36106.0
13482,neg,250.0,1136026.0,824.0,97608.0,4980.0,24.0,236420.0,258620.0,116016.0,118.0,0.0,119936.0,1459758.0,146.0,19000.0
13483,neg,7670.0,3527958.0,950.0,18.0,3032.0,1298.0,285400.0,165440.0,62322.0,264.0,2456.0,391526.0,5865018.0,906.0,255240.0
13485,neg,1344.0,3236356.0,40478.0,108130.0,1418.0,2.0,280660.0,141120.0,51480.0,680.0,0.0,509700.0,5401060.0,512.0,25964.0
13486,neg,199940.0,1900182.0,5958.0,481716.0,2246.0,22570.0,170200.0,99100.0,72246.0,112.0,0.0,160058.0,3534654.0,354.0,45734.0
13488,neg,52540.0,964264.0,1024.0,228876.0,1706.0,0.0,173840.0,211260.0,116316.0,68.0,0.0,140406.0,1826832.0,418.0,22744.0
13490,neg,1508.0,1309962.0,492.0,546512.0,748.0,2656.0,183620.0,25320.0,11390.0,44.0,0.0,114440.0,2127332.0,204.0,26242.0
13491,neg,42364.0,4566318.0,3812.0,2644328.0,4028.0,0.0,199300.0,154040.0,51210.0,276.0,0.0,606590.0,8703450.0,1066.0,118218.0
13498,neg,1483984.0,659632.0,100.0,630004.0,986.0,24768.0,233700.0,194600.0,85646.0,42.0,612.0,1077664.0,1355332.0,304.0,18884.0
13499,neg,3202.0,831190.0,1604.0,185912.0,458.0,3708.0,176380.0,96440.0,89168.0,34.0,0.0,76966.0,1672180.0,110.0,15242.0
13504,neg,77984.0,1284428.0,366.0,554142.0,576.0,554.0,186560.0,77400.0,47526.0,40.0,0.0,182170.0,2427450.0,178.0,44228.0
13506,neg,656.0,1566582.0,1116.0,114498.0,740.0,0.0,246640.0,38520.0,17042.0,112.0,0.0,210460.0,2810448.0,186.0,45948.0
13511,neg,6988.0,1203808.0,158.0,535852.0,1268.0,2642.0,152600.0,65460.0,41490.0,114.0,0.0,143836.0,2255894.0,182.0,51182.0
13513,neg,3242.0,1513230.0,8052.0,983324.0,1280.0,6446.0,385720.0,410260.0,107420.0,58.0,0.0,111252.0,2633800.0,706.0,24658.0
13516,neg,1508.0,1752920.0,5058.0,171980.0,1690.0,80.0,215180.0,78940.0,47418.0,78.0,0.0,137024.0,3225754.0,856.0,39448.0
13522,neg,1786.0,2105808.0,1498.0,0.0,592.0,0.0,249300.0,188640.0,89306.0,260.0,0.0,326520.0,3038236.0,904.0,32202.0
13527,neg,2730.0,2149940.0,502.0,884832.0,2596.0,262.0,147120.0,94960.0,67040.0,150.0,0.0,243532.0,4417060.0,174.0,76286.0
13529,neg,4294.0,2065698.0,1668.0,354178.0,2022.0,0.0,128500.0,51160.0,29776.0,138.0,0.0,168092.0,4360978.0,546.0,51486.0
13531,neg,308.0,1740844.0,98.0,849066.0,2882.0,0.0,225080.0,98920.0,46054.0,40.0,682.0,192876.0,2885470.0,174.0,34938.0
13533,neg,6430.0,2320020.0,776.0,2732.0,828.0,0.0,219280.0,129720.0,65156.0,124.0,0.0,188148.0,4813890.0,136.0,78824.0
13535,neg,63892.0,1131584.0,760.0,436278.0,1144.0,558.0,153200.0,47720.0,26344.0,38.0,0.0,390198.0,2132106.0,190.0,36094.0
13536,neg,51078.0,1556176.0,404.0,4.0,1296.0,2020.0,298880.0,270560.0,108708.0,154.0,0.0,211306.0,134136.0,3106.0,39366.0
13540,neg,1717370.0,1033200.0,292.0,1386500.0,10402.0,50776.0,262120.0,48920.0,21060.0,18.0,940.0,1686408.0,574134.0,974.0,4458.0
13541,neg,478.0,2498910.0,9390.0,4625200.0,1514.0,0.0,152520.0,68860.0,54680.0,90.0,1274.0,237556.0,4608000.0,118.0,48554.0
13544,neg,3110.0,1914748.0,3314.0,1126.0,4310.0,2636.0,226340.0,147080.0,92666.0,58.0,1108.0,245968.0,3444214.0,442.0,61700.0
13547,neg,19470.0,74590.0,312.0,156774.0,224.0,1380.0,243660.0,321060.0,59354.0,44.0,232.0,20262.0,81452.0,1352.0,72.0
13550,neg,1128.0,1997922.0,2530.0,1763292.0,1568.0,0.0,110280.0,94420.0,69960.0,192.0,0.0,270818.0,3303124.0,360.0,66200.0
13553,neg,159664.0,1567426.0,256.0,708392.0,4358.0,0.0,211100.0,146400.0,103644.0,80.0,0.0,118778.0,2877408.0,584.0,50074.0
13554,neg,328.0,1362950.0,70.0,143158.0,856.0,0.0,171020.0,76940.0,59848.0,138.0,0.0,175568.0,1733066.0,150.0,34154.0
13558,neg,18.0,3606.0,18.0,8998.0,6.0,42.0,1310700.0,7280.0,2314.0,6.0,10.0,1044.0,2450.0,66.0,0.0
13560,neg,137298.0,1971152.0,220.0,808494.0,252.0,12.0,102480.0,104040.0,105270.0,60.0,672.0,127398.0,4136336.0,268.0,70804.0
13564,neg,1608.0,1384312.0,822.0,988.0,930.0,0.0,250800.0,146420.0,64076.0,88.0,366.0,262588.0,251724.0,302.0,19982.0
13568,neg,1146.0,1824796.0,1706.0,2.0,1886.0,0.0,110680.0,73940.0,77394.0,144.0,0.0,287044.0,3566102.0,300.0,82088.0
13569,neg,558.0,914562.0,5042.0,0.0,1864.0,6.0,175340.0,155880.0,95984.0,46.0,0.0,144826.0,1768278.0,178.0,27242.0
13570,neg,5603374.0,29041316.0,7162.0,13414390.0,19908.0,176088.0,437060.0,213980.0,30580.0,626.0,6116.0,1017140.0,11017116.0,7410.0,173162.0
13572,neg,1154.0,1180692.0,2084.0,2.0,1626.0,116.0,225080.0,101300.0,56658.0,42.0,426.0,152222.0,2059338.0,240.0,34574.0
13573,neg,182324.0,2286388.0,3144.0,0.0,1920.0,0.0,135640.0,43620.0,29190.0,160.0,0.0,287254.0,4307986.0,344.0,67492.0
13574,neg,217664.0,873306.0,2180.0,180108.0,1716.0,36218.0,277340.0,110220.0,85938.0,124.0,0.0,83588.0,1200888.0,192.0,20724.0
13580,neg,732370.0,1800444.0,4370.0,16008.0,520.0,198898.0,215700.0,33800.0,17396.0,64.0,172.0,87678.0,2920024.0,354.0,39044.0
13581,neg,141006.0,948736.0,154.0,1936124.0,5758.0,33674.0,337900.0,245600.0,79896.0,44.0,1256.0,128184.0,2137212.0,356.0,3204.0
13584,neg,824.0,1530142.0,1206.0,710076.0,4016.0,0.0,432380.0,150320.0,69864.0,266.0,1326.0,183614.0,1867546.0,324.0,21990.0
13586,neg,2500.0,1757584.0,104.0,150050.0,1092.0,132.0,167820.0,145140.0,91740.0,20.0,0.0,249012.0,1009006.0,174.0,113094.0
13587,neg,50854.0,2345440.0,0.0,1560438.0,11448.0,302.0,136020.0,48640.0,35398.0,0.0,0.0,110476.0,0.0,0.0,0.0
13588,neg,2328.0,1467522.0,4930.0,631438.0,2004.0,0.0,303660.0,116740.0,34886.0,70.0,336.0,347538.0,2120870.0,546.0,25320.0
13589,neg,855716.0,3027418.0,446.0,5805404.0,8852.0,75470.0,248620.0,144860.0,99014.0,136.0,2030.0,408638.0,5998622.0,770.0,25584.0
13590,neg,27746.0,2986916.0,1846.0,795616.0,1042.0,0.0,137480.0,87000.0,61458.0,62.0,982.0,415832.0,5441484.0,438.0,70248.0
13594,neg,148.0,2086.0,4.0,5936.0,6.0,76.0,1310700.0,22880.0,3868.0,8.0,16.0,6.0,950.0,96.0,0.0
13595,neg,956.0,818878.0,354.0,0.0,416.0,0.0,182960.0,113640.0,73046.0,372.0,0.0,83734.0,127072.0,88.0,420.0
13599,neg,280.0,803158.0,210.0,182772.0,5706.0,44.0,157900.0,125740.0,78980.0,66.0,0.0,107418.0,1571634.0,218.0,13680.0
13605,neg,18.0,864610.0,152.0,667084.0,1426.0,30220.0,146680.0,58820.0,69018.0,34.0,516.0,60894.0,1687078.0,158.0,6520.0
13606,neg,4002.0,1355526.0,286.0,45268.0,1378.0,0.0,361200.0,424520.0,102476.0,78.0,734.0,125526.0,2365786.0,238.0,27128.0
13609,neg,1203548.0,1063826.0,206.0,768448.0,116.0,23080.0,116040.0,17420.0,11552.0,110.0,310.0,55548.0,2064382.0,286.0,7110.0
13613,neg,326.0,4363414.0,502.0,1365388.0,17720.0,7358.0,173700.0,145780.0,79740.0,478.0,0.0,854252.0,2975296.0,470.0,103968.0
13615,neg,108574.0,1392730.0,468.0,1411352.0,312.0,908.0,142400.0,178680.0,95436.0,52.0,0.0,46862.0,1876570.0,156.0,90606.0
13621,neg,108.0,1475178.0,138.0,359028.0,784.0,0.0,166480.0,5640.0,412.0,72.0,0.0,179496.0,2875822.0,100.0,45412.0
13627,neg,2690.0,10643794.0,28136.0,2122484.0,4238.0,0.0,147380.0,129080.0,70616.0,158.0,0.0,1287358.0,8317390.0,1880.0,272392.0
13628,neg,1158.0,1449576.0,3710.0,193864.0,1858.0,4.0,227740.0,218720.0,97478.0,82.0,0.0,263576.0,2177274.0,474.0,18224.0
13630,neg,4252.0,1386364.0,152.0,2168286.0,266.0,0.0,127380.0,84960.0,82542.0,140.0,0.0,312550.0,2361762.0,174.0,24998.0
13631,neg,1818.0,1347016.0,558.0,457086.0,11686.0,0.0,290960.0,241620.0,115902.0,104.0,0.0,163814.0,2444510.0,342.0,35936.0
13636,neg,1066.0,1671626.0,522.0,882972.0,1126.0,0.0,235900.0,12120.0,13292.0,84.0,0.0,121664.0,2270418.0,148.0,41842.0
13638,neg,153514.0,3398842.0,152.0,3807810.0,8240.0,60454.0,158620.0,103560.0,72370.0,258.0,3242.0,862896.0,5414620.0,6414.0,9178.0
13640,neg,0.0,3240184.0,0.0,0.0,0.0,0.0,174560.0,128060.0,96314.0,0.0,0.0,0.0,0.0,0.0,0.0
13642,neg,1748.0,1294324.0,296.0,802516.0,8572.0,0.0,128220.0,52280.0,34626.0,62.0,0.0,120696.0,2200256.0,354.0,42120.0
13644,neg,11536.0,2324338.0,1290.0,385168.0,1948.0,3564.0,170640.0,16260.0,6478.0,302.0,0.0,253052.0,4141082.0,464.0,51554.0
13646,neg,13792.0,2154348.0,56.0,302452.0,1492.0,306.0,162420.0,52660.0,39930.0,84.0,0.0,216956.0,4512260.0,106.0,70430.0
13647,neg,298.0,1280494.0,2170.0,2251576.0,922.0,0.0,85040.0,51600.0,62260.0,272.0,0.0,187256.0,1623574.0,158.0,24300.0
13648,neg,312.0,1255442.0,1272.0,1128878.0,1672.0,15518.0,294560.0,132860.0,33764.0,86.0,910.0,170470.0,1996576.0,270.0,15710.0
13653,neg,62170.0,1111912.0,1024.0,275966.0,404.0,5886.0,191900.0,30720.0,14946.0,92.0,0.0,91032.0,2125448.0,174.0,41330.0
13654,neg,4719922.0,6544132.0,1396.0,4328012.0,6608.0,347126.0,266540.0,49620.0,113992.0,382.0,1700.0,397028.0,13090880.0,1398.0,29228.0
13655,neg,1054638.0,606050.0,982.0,265484.0,1300.0,3168.0,263780.0,95180.0,39946.0,30.0,262.0,50128.0,1214186.0,194.0,5396.0
13656,neg,52962.0,3454618.0,560.0,1708050.0,1500.0,804.0,83160.0,4320.0,2334.0,86.0,0.0,241250.0,7319554.0,104.0,116940.0
13657,neg,7538.0,4450566.0,2782.0,420926.0,18612.0,6830.0,187720.0,32900.0,119758.0,96.0,0.0,637118.0,7321594.0,400.0,149936.0
13664,neg,62752.0,3370574.0,820.0,443688.0,9074.0,12894.0,199340.0,67620.0,35756.0,108.0,0.0,401888.0,6374642.0,672.0,191560.0
13665,neg,69530.0,1198246.0,506.0,314762.0,9770.0,482.0,253800.0,132120.0,51284.0,92.0,0.0,136478.0,2284868.0,110.0,14332.0
13666,neg,575984.0,1149640.0,330.0,1061772.0,418.0,2664.0,151720.0,25220.0,28732.0,48.0,0.0,85878.0,2262290.0,578.0,17806.0
13668,neg,46498.0,1197082.0,632.0,396100.0,726.0,0.0,190860.0,51720.0,25968.0,40.0,0.0,139716.0,2301660.0,664.0,50972.0
13670,neg,680.0,1201028.0,420.0,0.0,446.0,54.0,127380.0,14120.0,13130.0,58.0,162.0,80782.0,2182344.0,104.0,23910.0
13671,neg,19744.0,1725972.0,238.0,902.0,1228.0,0.0,330060.0,360100.0,92956.0,64.0,0.0,353994.0,2754564.0,422.0,30634.0
13672,neg,1094.0,1109972.0,484.0,33318.0,952.0,6.0,254560.0,205280.0,115690.0,78.0,0.0,128060.0,2084182.0,216.0,27242.0
13673,neg,2044.0,1299768.0,112.0,179068.0,4936.0,0.0,143400.0,12260.0,7858.0,142.0,0.0,111270.0,2400294.0,534.0,31032.0
13682,neg,222.0,956184.0,1152.0,629754.0,244.0,1050.0,305960.0,257960.0,102224.0,98.0,0.0,116006.0,1796200.0,180.0,22920.0
13683,neg,45924.0,1272868.0,340.0,707730.0,2904.0,0.0,160440.0,79000.0,73644.0,74.0,1116.0,129238.0,2671172.0,104.0,36678.0
13686,neg,5670.0,4095444.0,4850.0,1081574.0,40040.0,1250.0,306000.0,161160.0,67668.0,294.0,0.0,235218.0,6442256.0,934.0,88698.0
13690,neg,184.0,1267472.0,276.0,252154.0,4034.0,0.0,147820.0,64960.0,52244.0,78.0,0.0,143978.0,2218456.0,222.0,29166.0
13691,neg,631694.0,1058364.0,202.0,1495114.0,2166.0,32330.0,151060.0,21900.0,15582.0,32.0,430.0,51278.0,2123358.0,380.0,1370.0
13692,neg,220.0,1142132.0,1016.0,384142.0,748.0,4326.0,108320.0,13060.0,10580.0,112.0,0.0,81776.0,2191170.0,82.0,37446.0
13694,neg,155124.0,1412228.0,126.0,566924.0,322.0,0.0,192840.0,90320.0,38914.0,74.0,232.0,110474.0,2163154.0,218.0,30088.0
13695,neg,41154.0,2719680.0,29858.0,1062.0,1902.0,7904.0,330960.0,186520.0,54072.0,420.0,0.0,428174.0,2004620.0,898.0,8176.0
13696,neg,514.0,1137646.0,1000.0,106158.0,560.0,69498.0,257100.0,16140.0,6230.0,70.0,0.0,174988.0,758582.0,1586.0,21488.0
13698,neg,1503618.0,3865196.0,784.0,4102946.0,22306.0,223042.0,175380.0,111880.0,87724.0,112.0,2720.0,7215704.0,7057986.0,2598.0,25580.0
13699,neg,64594.0,1830096.0,16710.0,0.0,2496.0,6036.0,355920.0,315640.0,82062.0,74.0,2106.0,218054.0,3215270.0,1196.0,20094.0
13701,neg,280.0,1614780.0,338.0,1298208.0,4046.0,618.0,206460.0,15760.0,15858.0,74.0,0.0,217884.0,2357174.0,240.0,37680.0
13702,neg,518.0,1318168.0,868.0,421906.0,14212.0,4.0,263200.0,137880.0,53932.0,114.0,1638.0,174374.0,2263214.0,520.0,21806.0
13703,neg,600.0,1074712.0,264.0,176074.0,618.0,0.0,229080.0,58820.0,28422.0,24.0,0.0,129522.0,2313390.0,180.0,44854.0
13705,neg,81330.0,1121332.0,44.0,2697810.0,234.0,24416.0,172020.0,91100.0,61306.0,42.0,310.0,81790.0,2383818.0,150.0,870.0
13708,neg,7154.0,1547894.0,6768.0,103360.0,618.0,9732.0,193060.0,179440.0,109368.0,88.0,0.0,143596.0,2614128.0,426.0,44182.0
13710,neg,220.0,1473512.0,3198.0,77880.0,1506.0,14548.0,217260.0,154780.0,89568.0,92.0,868.0,99002.0,2702196.0,384.0,39146.0
13717,neg,2764.0,3160342.0,26898.0,6936624.0,2090.0,0.0,330260.0,66920.0,26490.0,182.0,0.0,257602.0,4339424.0,3480.0,8390.0
13718,neg,248626.0,1409852.0,716.0,243178.0,1712.0,0.0,161820.0,94160.0,67570.0,68.0,0.0,112662.0,2611624.0,108.0,44854.0
13719,neg,7182.0,1683368.0,986.0,1177430.0,1110.0,662.0,195980.0,186780.0,106086.0,92.0,1390.0,131332.0,668120.0,2176.0,18062.0
13720,neg,6140080.0,15351492.0,1414.0,3581968.0,39986.0,208072.0,213940.0,79120.0,3746.0,142.0,2522.0,1207756.0,12301528.0,1086.0,93462.0
13721,neg,255440.0,1176012.0,826.0,266662.0,274.0,5770.0,141960.0,55340.0,39602.0,56.0,0.0,148920.0,2257096.0,98.0,34682.0
13722,neg,58822.0,1109786.0,528.0,0.0,744.0,14298.0,500500.0,49400.0,15650.0,48.0,0.0,249550.0,1602832.0,246.0,56708.0
13724,neg,1217892.0,13000524.0,1570.0,4956088.0,1240.0,57956.0,409320.0,414520.0,86498.0,304.0,1474.0,279404.0,24014424.0,1726.0,38600.0
13725,neg,177334.0,1816054.0,5502.0,1121102.0,1022.0,95046.0,206640.0,98220.0,45316.0,120.0,524.0,79330.0,3154364.0,346.0,41160.0
13727,neg,2930.0,1147326.0,144.0,392150.0,484.0,28714.0,140020.0,33800.0,23326.0,136.0,0.0,120504.0,1304164.0,112.0,31742.0
13728,neg,1510346.0,2277718.0,2296.0,5314198.0,4404.0,24652.0,129000.0,61820.0,43578.0,148.0,1344.0,486370.0,4554748.0,298.0,11724.0
13737,neg,113016.0,1680858.0,306.0,708408.0,12622.0,1998.0,270180.0,15420.0,120332.0,132.0,1678.0,122852.0,3090228.0,216.0,45258.0
13739,neg,26524.0,1334296.0,456.0,143082.0,656.0,0.0,199440.0,159800.0,67752.0,110.0,0.0,105272.0,2498152.0,136.0,38278.0
13741,neg,602.0,1057926.0,144.0,1061156.0,328.0,0.0,159760.0,38060.0,21160.0,110.0,0.0,86578.0,2048922.0,42.0,39668.0
13744,neg,200.0,1323402.0,730.0,2655260.0,322.0,0.0,195180.0,130280.0,81182.0,70.0,210.0,122214.0,1349822.0,340.0,27804.0
13746,neg,707516.0,2082344.0,252.0,1083598.0,398.0,40642.0,234940.0,199980.0,73854.0,118.0,0.0,124186.0,4326310.0,270.0,104506.0
13748,neg,2461056.0,1315982.0,740.0,1764860.0,1304.0,7448.0,151660.0,84360.0,62572.0,0.0,478.0,91236.0,0.0,846.0,6504.0
13752,neg,15856.0,1686062.0,8246.0,0.0,1546.0,0.0,440020.0,230220.0,75068.0,160.0,1524.0,388718.0,2428498.0,1668.0,14504.0
13753,neg,3768.0,1429820.0,1462.0,793260.0,2954.0,0.0,251000.0,4920.0,115014.0,114.0,0.0,173174.0,223012.0,404.0,16732.0
13762,neg,1240.0,1055578.0,176.0,62014.0,570.0,0.0,208320.0,50700.0,25986.0,64.0,0.0,166648.0,2159610.0,240.0,21976.0
13766,neg,30604.0,2066188.0,8032.0,1065470.0,962.0,9188.0,143700.0,43460.0,34820.0,150.0,834.0,173480.0,4276322.0,302.0,44070.0
13767,neg,78624.0,1279358.0,604.0,388022.0,1080.0,9996.0,255880.0,185340.0,75448.0,100.0,0.0,127684.0,1878938.0,222.0,29894.0
13769,neg,10422.0,26090.0,70.0,97996.0,22.0,68.0,1310700.0,34720.0,14280.0,40.0,40.0,3100.0,59850.0,142.0,22.0
13771,neg,4772.0,2543840.0,286.0,398234.0,286.0,0.0,75080.0,48820.0,86016.0,72.0,0.0,128702.0,5072884.0,104.0,90672.0
13775,neg,1416.0,2420662.0,6466.0,821766.0,7134.0,25470.0,179160.0,131860.0,84628.0,102.0,0.0,503778.0,1829686.0,374.0,66768.0
13776,neg,114.0,1260650.0,256.0,13630.0,10886.0,136.0,134520.0,55240.0,45436.0,64.0,0.0,226184.0,1690448.0,124.0,21488.0
13782,neg,785126.0,405018.0,426.0,316354.0,2210.0,12006.0,311340.0,41200.0,16774.0,32.0,438.0,36318.0,960974.0,408.0,728.0
13789,neg,416088.0,1344712.0,4514.0,384422.0,1634.0,94616.0,183460.0,127820.0,74268.0,82.0,0.0,175126.0,1405694.0,366.0,48524.0
13791,neg,188.0,1213018.0,1838.0,473350.0,1186.0,5160.0,176260.0,42140.0,9322.0,124.0,0.0,147876.0,1953902.0,290.0,29900.0
13792,neg,29420.0,2869850.0,3732.0,2024692.0,1388.0,0.0,115740.0,77320.0,69890.0,294.0,0.0,293272.0,5629794.0,1654.0,67488.0
13794,neg,990.0,1791754.0,3240.0,633030.0,1182.0,0.0,240800.0,103840.0,63844.0,108.0,702.0,244648.0,3365080.0,110.0,53242.0
13795,neg,2442.0,8504050.0,7966.0,14040340.0,6740.0,0.0,237300.0,79080.0,32042.0,630.0,3318.0,1685726.0,12608226.0,5202.0,146306.0
13799,neg,298694.0,3039960.0,730.0,6903212.0,13834.0,38966.0,86360.0,16440.0,15934.0,200.0,1960.0,211572.0,6229074.0,1096.0,7220.0
13800,neg,214770.0,898894.0,186.0,1330388.0,514.0,48386.0,349940.0,22180.0,6356.0,26.0,652.0,136104.0,1672686.0,234.0,18720.0
13801,neg,850.0,1092506.0,3178.0,242608.0,1728.0,204.0,165940.0,33400.0,18534.0,134.0,0.0,128912.0,1981920.0,206.0,17754.0
13803,neg,64602.0,1275628.0,196.0,463900.0,2006.0,1948.0,112420.0,30060.0,30518.0,98.0,472.0,167668.0,1771836.0,94.0,26420.0
13805,neg,3156.0,1243982.0,354.0,948904.0,998.0,0.0,137740.0,25800.0,16546.0,50.0,0.0,67600.0,2181164.0,272.0,26974.0
13806,neg,3352.0,1831156.0,0.0,1692604.0,2056.0,128.0,652920.0,85280.0,7172.0,0.0,0.0,548522.0,0.0,0.0,0.0
13810,neg,494.0,1389862.0,1120.0,312668.0,624.0,0.0,165040.0,162100.0,96076.0,8.0,0.0,236108.0,467602.0,148.0,55816.0
13812,neg,607474.0,1500078.0,548.0,1155156.0,294.0,0.0,149760.0,92500.0,93162.0,130.0,0.0,96680.0,2547278.0,212.0,31836.0
13817,neg,184.0,4559156.0,1200.0,6679528.0,804.0,0.0,379560.0,101500.0,18552.0,238.0,0.0,2154612.0,4622574.0,462.0,67780.0
13820,neg,698140.0,771192.0,456.0,1121924.0,5736.0,14574.0,208940.0,102640.0,62222.0,46.0,964.0,299654.0,1444588.0,164.0,5286.0
13823,neg,9540.0,1244706.0,1840.0,53436.0,18390.0,54.0,225260.0,95980.0,51262.0,82.0,0.0,119110.0,2339624.0,126.0,31002.0
13825,neg,31408.0,1303346.0,798.0,689216.0,3168.0,61014.0,207900.0,129460.0,73140.0,92.0,0.0,169736.0,2343028.0,94.0,28524.0
13826,neg,20468.0,1351644.0,402.0,797120.0,918.0,0.0,198560.0,137400.0,75986.0,110.0,0.0,138370.0,2446054.0,134.0,28368.0
13831,neg,256.0,1684074.0,534.0,272418.0,1946.0,0.0,130580.0,8220.0,4298.0,92.0,0.0,100242.0,2866974.0,144.0,40928.0
13834,neg,534.0,1505672.0,674.0,551878.0,594.0,0.0,147020.0,125780.0,88640.0,54.0,482.0,189060.0,2455446.0,358.0,23650.0
13835,neg,7270.0,1134006.0,382.0,707222.0,464.0,1866.0,142520.0,20200.0,12924.0,136.0,0.0,123950.0,2137370.0,292.0,36694.0
13837,neg,658.0,1164946.0,496.0,483602.0,1528.0,1012.0,175440.0,16740.0,15690.0,108.0,0.0,122430.0,1676784.0,92.0,37330.0
13841,neg,4928.0,5702.0,18.0,15578.0,24.0,16.0,1310700.0,21720.0,4100.0,8.0,30.0,5202.0,1982.0,108.0,0.0
13844,neg,1841046.0,13057866.0,0.0,1289658.0,4350.0,128670.0,189700.0,98920.0,29444.0,24.0,1342.0,1001964.0,6242674.0,0.0,0.0
13845,neg,458.0,1150190.0,2096.0,4.0,1080.0,0.0,164720.0,12400.0,8542.0,48.0,532.0,99962.0,1846016.0,106.0,17438.0
13846,neg,6962.0,1727516.0,2296.0,241414.0,1410.0,1702.0,312080.0,240760.0,103490.0,110.0,0.0,198128.0,3579128.0,158.0,79084.0
13850,neg,52624.0,1627256.0,534.0,1419840.0,478.0,0.0,90900.0,86920.0,106194.0,14.0,0.0,136462.0,949960.0,282.0,40334.0
13852,neg,19664.0,1414052.0,400.0,490802.0,14654.0,902.0,181660.0,129560.0,77888.0,68.0,0.0,158164.0,2538386.0,146.0,47406.0
13853,neg,962.0,1059010.0,1972.0,27158.0,728.0,8.0,264280.0,8280.0,2546.0,58.0,328.0,143954.0,1480992.0,508.0,15606.0
